time_s,timestamp,rss_mb,vms_mb,cpu_percent,disk_read_mb,disk_write_mb,disk_read_rate_mb_s,disk_write_rate_mb_s
16.747,2026-06-26T00:03:48.524627,72425.652,103441.902,8.437,213.553,0.04,0.01,0.0
16.836,2026-06-26T00:03:48.613990,70984.141,103441.902,6.247,213.878,0.04,3.634,0.0
16.886,2026-06-26T00:03:48.664341,70150.719,103441.902,4.605,213.878,0.04,0.01,0.0
16.99,2026-06-26T00:03:48.767589,69461.793,96275.016,9.219,214.202,0.04,3.143,0.0
17.091,2026-06-26T00:03:48.868982,69884.609,96697.641,20.439,214.527,0.04,3.198,0.0
17.192,2026-06-26T00:03:48.969958,70861.297,97834.473,28.331,214.851,0.04,3.212,0.0
17.287,2026-06-26T00:03:49.064528,71250.477,105230.477,29.497,215.175,0.04,3.429,0.0
17.337,2026-06-26T00:03:49.114951,72367.492,105230.477,35.75,215.176,0.04,0.01,0.0
17.429,2026-06-26T00:03:49.206407,74481.16,105230.477,40.099,215.5,0.04,3.558,0.0
17.479,2026-06-26T00:03:49.256782,75677.473,105230.477,42.941,215.5,0.04,0.01,0.0
17.568,2026-06-26T00:03:49.345432,77843.332,105230.477,43.182,215.825,0.04,3.664,0.0
17.618,2026-06-26T00:03:49.395803,78690.273,112626.48,39.472,215.825,0.04,0.01,0.0
17.706,2026-06-26T00:03:49.483817,80833.66,112626.48,42.744,216.149,0.04,3.692,0.0
17.756,2026-06-26T00:03:49.534157,82060.258,112626.48,45.081,216.15,0.04,0.01,0.0
17.844,2026-06-26T00:03:49.621699,84246.199,112626.48,46.319,216.474,0.04,3.71,0.0
17.894,2026-06-26T00:03:49.672036,85580.777,112626.48,44.509,216.475,0.04,0.01,0.0
17.982,2026-06-26T00:03:49.759782,84563.316,112626.48,33.563,216.799,0.04,3.702,0.0
18.032,2026-06-26T00:03:49.810120,83805.66,112626.48,23.726,216.799,0.04,0.01,0.0
18.127,2026-06-26T00:03:49.904548,82336.414,112626.48,16.931,217.124,0.04,3.44,0.0
18.177,2026-06-26T00:03:49.954904,81548.414,112626.48,12.131,217.124,0.04,0.01,0.0
18.266,2026-06-26T00:03:50.043871,80168.91,112626.48,8.834,217.448,0.04,3.651,0.0
18.316,2026-06-26T00:03:50.094225,79382.414,112626.48,6.416,217.449,0.04,0.01,0.0
18.405,2026-06-26T00:03:50.183145,79064.34,112626.48,8.343,217.773,0.04,3.653,0.0
18.456,2026-06-26T00:03:50.233511,80599.172,112626.48,20.764,217.774,0.04,0.01,0.0
18.543,2026-06-26T00:03:50.321321,83277.496,112626.48,29.651,218.099,0.04,3.708,0.0
18.594,2026-06-26T00:03:50.371671,84807.926,112626.48,35.633,218.099,0.04,0.01,0.0
18.699,2026-06-26T00:03:50.476875,84828.496,112626.48,30.85,218.425,0.04,3.096,0.0
18.787,2026-06-26T00:03:50.564912,83426.832,112626.48,21.915,218.75,0.04,3.694,0.0
18.837,2026-06-26T00:03:50.615261,82593.41,112626.48,15.619,218.75,0.04,0.01,0.0
18.931,2026-06-26T00:03:50.708706,81078.098,112626.48,11.285,219.075,0.04,3.485,0.0
18.981,2026-06-26T00:03:50.759040,80244.676,112626.48,8.132,219.076,0.04,0.01,0.0
19.07,2026-06-26T00:03:50.847430,78805.129,112626.48,6.011,219.401,0.04,3.686,0.0
19.12,2026-06-26T00:03:50.897788,79024.746,112626.48,10.244,219.402,0.04,0.01,0.0
19.209,2026-06-26T00:03:50.986964,81686.832,112626.48,22.275,219.727,0.04,3.655,0.0
19.259,2026-06-26T00:03:51.037344,83199.637,112626.48,30.788,219.727,0.04,0.01,0.0
19.348,2026-06-26T00:03:51.126212,85730.516,112626.48,35.724,220.052,0.04,3.665,0.0
19.399,2026-06-26T00:03:51.176558,85835.562,112674.859,38.809,220.053,0.04,0.01,0.0
19.489,2026-06-26T00:03:51.266544,85910.207,112723.238,40.176,220.378,0.04,3.618,0.0
19.539,2026-06-26T00:03:51.316895,85218.738,112145.418,32.586,220.379,0.04,0.01,0.0
19.627,2026-06-26T00:03:51.404872,83847.297,111683.164,23.13,220.703,0.04,3.69,0.0
19.677,2026-06-26T00:03:51.455213,83051.098,111683.164,16.424,220.703,0.04,0.01,0.0
19.765,2026-06-26T00:03:51.543253,81613.098,111683.164,11.843,221.027,0.04,3.687,0.0
19.816,2026-06-26T00:03:51.593598,80807.098,111683.164,8.523,221.028,0.04,0.01,0.0
19.91,2026-06-26T00:03:51.687886,79263.477,111683.164,6.314,221.352,0.04,3.443,0.0
19.96,2026-06-26T00:03:51.738236,78467.938,111683.164,4.652,221.352,0.04,0.01,0.0
20.052,2026-06-26T00:03:51.829393,77703.246,104516.277,7.554,221.676,0.04,3.561,0.0
20.102,2026-06-26T00:03:51.879749,77932.363,104745.395,18.811,221.677,0.04,0.01,0.0
20.19,2026-06-26T00:03:51.968180,78125.871,104938.902,27.12,222.001,0.04,3.672,0.0
20.241,2026-06-26T00:03:52.018535,78388.52,105497.914,32.555,222.001,0.04,0.01,0.0
20.33,2026-06-26T00:03:52.107925,79594.305,106537.988,35.569,222.326,0.04,3.632,0.0
20.38,2026-06-26T00:03:52.158272,79796.352,113471.738,33.356,222.326,0.04,0.01,0.0
20.47,2026-06-26T00:03:52.248288,81961.648,113471.738,38.488,222.651,0.04,3.616,0.0
20.521,2026-06-26T00:03:52.298692,83192.957,113471.738,41.752,222.652,0.04,0.01,0.0
20.611,2026-06-26T00:03:52.388440,85428.586,113471.738,43.944,222.977,0.04,3.629,0.0
20.661,2026-06-26T00:03:52.438807,86533.727,113471.738,41.633,222.977,0.04,0.01,0.0
20.75,2026-06-26T00:03:52.528229,88716.727,120867.742,41.892,223.302,0.04,3.641,0.0
20.801,2026-06-26T00:03:52.578599,90246.582,120867.742,44.237,223.303,0.04,0.01,0.0
20.89,2026-06-26T00:03:52.668344,92816.09,120867.742,46.1,223.628,0.04,3.628,0.0
20.941,2026-06-26T00:03:52.718709,93952.199,120867.742,45.469,223.628,0.04,0.01,0.0
21.029,2026-06-26T00:03:52.807074,92827.676,120867.742,33.846,223.953,0.04,3.685,0.0
21.08,2026-06-26T00:03:52.857418,92049.676,120867.742,23.924,223.954,0.04,0.01,0.0
21.168,2026-06-26T00:03:52.946235,90645.258,120867.742,17.064,224.279,0.04,3.666,0.0
21.219,2026-06-26T00:03:52.996585,89811.836,120867.742,12.177,224.279,0.04,0.01,0.0
21.307,2026-06-26T00:03:53.085166,88431.676,120867.742,8.868,224.604,0.04,3.676,0.0
21.358,2026-06-26T00:03:53.135518,87614.633,120867.742,6.44,224.605,0.04,0.01,0.0
